"customerid","personid","salesorderid","totaldue"
14320,20732,66569,"234.2158"
14320,20732,62349,"55.239"
14321,15641,75003,"55.239"
14321,15641,70753,"30.1444"
14322,10769,66077,"820.2968"
14322,10769,65442,"2563.589"
14322,10769,49579,"2264.2536"
14323,13484,67015,"852.3307"
14323,13484,65496,"2629.0823"
14323,13484,49696,"2288.9187"
14324,5415,66488,"2535.964"
14324,5415,65949,"858.9607"
14324,5415,49619,"2264.2536"
14325,20747,68677,"890.9836"
14325,20747,67074,"2538.4944"
14325,20747,49784,"2264.2536"
14326,11034,68341,"845.6786"
14326,11034,66930,"2619.9108"
14326,11034,49620,"2288.9187"
14328,9052,67651,"70.6869"
14328,9052,66386,"98.8533"
14328,9052,55431,"46.7194"
14328,9052,54986,"69.5929"
14328,9052,53149,"55.2169"
14332,9081,65409,"27.614"
14332,9081,64627,"35.6584"
14332,9081,59668,"11.039"
14332,9081,59615,"38.675"
14334,15086,57888,"937.5594"
14334,15086,48996,"1105.4834"
14335,8504,58885,"888.9504"
14335,8504,48797,"1105.4834"
14336,16206,57999,"987.2844"
14336,16206,48847,"1105.4834"
14337,19348,57938,"900.2546"
14337,19348,49212,"1105.4834"
14341,14236,74925,"76.2119"
14341,14236,68567,"26.4869"
14341,14236,66037,"43.3381"
14341,14236,61897,"123.7158"
14342,6062,58332,"888.9504"
14342,6062,49178,"1105.4834"
14343,4440,57286,"927.6254"
14343,4440,49359,"1105.4834"
14344,4132,73653,"69.5929"
14344,4132,56431,"70.6869"
14345,10720,73333,"820.2968"
14345,10720,59981,"937.5594"
14345,10720,49571,"2264.2536"
14346,3130,72127,"820.2968"
14346,3130,62230,"850.2865"
14346,3130,49807,"2288.9187"
14347,20016,62282,"916.0119"
14347,20016,49767,"2288.9187"
14348,16781,62692,"1014.3458"
14348,16781,49621,"2288.9187"
14353,9142,55703,"16.5529"
14353,9142,55405,"42.9624"
14353,9142,54510,"82.8529"
14354,4349,69716,"1939.2529"
14354,4349,49420,"1105.4834"
14355,4739,57997,"888.9504"
14355,4739,49317,"1105.4834"
14356,10322,59625,"2598.9158"
14356,10322,49407,"1105.4834"
14357,4528,59954,"2582.6834"
14357,4528,49434,"1105.4834"
14359,13732,70774,"149.1529"
14359,13732,68437,"46.7194"
14359,13732,52543,"87.2729"
14362,14817,57937,"934.2333"
14362,14817,49300,"1105.4834"
14363,2734,70978,"153.0204"
14363,2734,68696,"42.9624"
14363,2734,56975,"16.5529"
14364,16824,60230,"987.2844"
14364,16824,49309,"1105.4834"
14365,14896,61010,"888.9504"
14365,14896,49179,"1105.4834"
14366,3649,61011,"991.6712"
14366,3649,49723,"1105.4834"
14367,10224,59802,"927.6254"
14367,10224,49609,"1105.4834"
14370,18804,62799,"82.8529"
14370,18804,62188,"36.023"
14370,18804,62044,"16.5529"
14371,4011,74344,"36.023"
14371,4011,73219,"41.2055"
14371,4011,54447,"55.2169"
14374,6685,59188,"2610.3084"
14374,6685,49816,"1105.4834"
14377,14885,59626,"2563.589"
14377,14885,49689,"1105.4834"
14378,19343,59243,"893.9008"
14378,19343,49741,"1105.4834"
14379,13795,59186,"944.1894"
14379,13795,49759,"1105.4834"
14380,8408,60877,"2574.639"
14380,8408,49748,"1105.4834"
14381,8966,60363,"2574.6279"
14381,8966,49600,"1105.4834"
14382,10240,60019,"2622.6844"
14382,10240,49601,"1105.4834"
14385,10864,60603,"859.0712"
14385,10864,50100,"1105.4834"
14386,7056,60731,"1014.3458"
14386,7056,50025,"1105.4834"
14392,17927,63046,"2535.964"
14392,17927,49999,"1105.4834"
14394,18708,62620,"2590.4073"
14394,18708,50104,"1105.4834"
14398,17611,61008,"888.9504"
14398,17611,50043,"1105.4834"
14400,18437,62133,"2604.4408"
14400,18437,49942,"1105.4834"
14406,17881,59746,"940.2998"
14406,17881,49982,"1105.4834"
14411,12408,62986,"2607.7779"
14411,12408,49949,"1105.4834"
14412,19953,61637,"2563.589"
14412,19953,50186,"1105.4834"
14413,19765,59374,"982.8644"
14413,19765,50138,"1105.4834"
14414,11345,61152,"876.7733"
14414,11345,50058,"1105.4834"
14415,18398,61009,"850.2865"
14415,18398,50059,"1105.4834"
14417,6471,60288,"937.5594"
14417,6471,49943,"1105.4834"
14418,10997,59542,"1025.9815"
14418,10997,49932,"1105.4834"
14419,3939,62271,"2619.9108"
14419,3939,50497,"1105.4834"
14420,10537,61359,"2563.589"
14420,10537,50633,"1105.4834"
14421,13024,62667,"2617.7119"
14421,13024,50428,"1105.4834"
14423,15079,58049,"55.2169"
14423,15079,55651,"101.5937"
14424,7372,67027,"2715.3497"
14424,7372,59078,"2607.7669"
14424,7372,47483,"2410.6266"
14425,19253,59904,"2580.1419"
14425,19253,53184,"2673.0613"
14425,19253,45692,"3953.9884"
14426,13087,60249,"2604.4408"
14426,13087,52406,"2634.3974"
14426,13087,45728,"3953.9884"
14427,7954,65066,"2649.8453"
14427,7954,61034,"2734.8087"
14427,7954,44344,"3953.9884"
14428,8901,62035,"2574.6279"
14428,8901,53132,"2666.4313"
14428,8901,45580,"3953.9884"
14429,12394,64356,"2673.0613"
14429,12394,61383,"2648.6408"
14429,12394,44320,"3953.9884"
14433,20473,61713,"2587.8769"
14433,20473,50429,"1105.4834"
14434,10092,61581,"2647.5358"
14434,10092,50498,"1105.4834"
14436,18358,67076,"2673.0613"
14436,18358,58178,"2604.4298"
14438,3357,62856,"2598.9158"
14438,3357,50444,"1105.4834"
14439,14785,62446,"2555.0473"
14439,14785,50395,"1105.4834"
14440,13582,62447,"2615.4687"
14440,13582,50353,"1105.4834"
14442,8203,62331,"2618.8169"
14442,8203,50542,"1105.4834"
14446,4532,71315,"41.2055"
14446,4532,69337,"104.4004"
14446,4532,52084,"16.5529"
14447,12508,61904,"2635.3808"
14447,12508,50525,"1105.4834"
14448,19055,62666,"2618.8169"
14448,19055,50486,"1105.4834"
14449,6450,61414,"2602.2529"
14449,6450,50479,"1105.4834"
14451,18577,61952,"2610.3084"
14451,18577,50405,"1105.4834"
14452,16301,61771,"2626.5408"
14452,16301,50496,"1105.4834"
14453,16549,62735,"2653.0498"
14453,16549,50419,"1105.4834"
14455,9990,70707,"82.8529"
14455,9990,61879,"132.5779"
14455,9990,53739,"26.4869"
14456,17930,61358,"2658.0444"
14456,17930,50354,"1105.4834"
14457,17427,62855,"2607.2033"
14457,17427,50793,"1105.4834"
14458,5173,66339,"16.5529"
14458,5173,65599,"44.189"
14458,5173,62310,"87.2729"
14459,14507,66363,"2649.8453"
14459,14507,60161,"2626.5408"
14461,10377,62072,"2552.5169"
14461,10377,51006,"1105.4834"
14464,12652,61466,"2604.7944"
14464,12652,50953,"1105.4834"
14470,4007,61903,"2632.0658"
14470,4007,50974,"1105.4834"
14471,16264,61951,"2602.264"
14471,16264,50805,"1105.4834"
14472,2758,62924,"2766.1023"
14472,2758,51058,"1105.4834"
14473,4112,62736,"2666.8954"
14473,4112,50868,"1105.4834"
14477,11662,62925,"2587.8769"
14477,11662,50832,"1105.4834"
14478,3967,65736,"2710.6092"
14478,3967,59808,"2587.8769"
14480,16293,69818,"77.339"
14480,16293,65487,"82.8529"
14480,16293,64083,"55.2169"
14481,9347,62983,"2607.7779"
14481,9347,50985,"1105.4834"
14484,12405,61411,"2591.1808"
14484,12405,50809,"1105.4834"
14485,9437,62003,"2555.0473"
14485,9437,50986,"1105.4834"
14486,6402,61302,"2552.5169"
14486,6402,50767,"1105.4834"
14494,6320,59801,"850.2865"
14494,6320,50802,"1105.4834"
14495,5968,60729,"927.6254"
14495,5968,50987,"1105.4834"
14498,20609,61838,"2645.3148"
14498,20609,50784,"1105.4834"
14501,11211,62071,"2535.964"
14501,11211,43700,"772.5036"
14502,10590,67381,"41.2055"
14502,10590,55474,"77.339"
14502,10590,54617,"16.5529"
14504,11434,74929,"55.2169"
14504,11434,68705,"77.339"
14504,11434,62610,"46.7194"
14510,16998,62663,"2582.6834"
14510,16998,43805,"772.5036"
14516,4200,62030,"59.659"
14516,4200,53070,"27.614"
14517,9660,68739,"32.0229"
14517,9660,61858,"59.659"
14518,7263,63366,"69.5929"
14518,7263,52884,"70.6869"
14520,3679,59687,"888.9504"
14520,3679,43723,"772.5036"
14521,13681,70678,"59.659"
14521,13681,62347,"70.6869"
14522,12717,66951,"59.659"
14522,12717,57959,"80.6208"
14523,3453,59388,"1918.2579"
14523,3453,49732,"2288.9187"
14524,7544,63629,"905.5254"
14524,7544,47485,"2410.6266"
14525,5874,69174,"2552.5169"
14525,5874,55021,"858.9607"
14525,5874,44359,"3953.9884"
14529,3213,73677,"64.6094"
14529,3213,56162,"216.127"
14530,17787,70792,"40.0784"
14530,17787,54748,"40.432"
14531,12061,55164,"79.0959"
14531,12061,53269,"131.4508"
14533,14805,74207,"101.1959"
14533,14805,65713,"76.2119"
14535,2576,54565,"32.034"
14535,2576,54069,"104.4004"
14538,10803,66381,"923.1723"
14538,10803,47486,"2410.6266"
14539,17862,67215,"915.4594"
14539,17862,47471,"2699.9018"
14540,18153,65656,"132.5779"
14540,18153,54126,"40.0784"
14541,19409,66651,"905.5254"
14541,19409,45643,"3953.9884"
14542,14894,67801,"87.2729"
14542,14894,62433,"40.0784"
14545,7812,74680,"37.5479"
14545,7812,56161,"87.2729"
14546,9514,74269,"136.9979"
14546,9514,54633,"32.034"
14547,17307,73747,"136.9979"
14547,17307,71396,"76.2119"
14552,6189,71239,"77.339"
14552,6189,68918,"37.5479"
14553,17468,56828,"76.2119"
14553,17468,54743,"87.2729"
14554,16538,63915,"119.8483"
14554,16538,55845,"77.339"
14555,4699,68629,"927.6033"
14555,4699,47645,"2410.6266"
14557,14549,74940,"59.659"
14557,14549,51926,"70.6869"
14558,2784,59950,"916.0119"
14558,2784,43824,"772.5036"
14559,12587,59376,"937.5594"
14559,12587,43771,"772.5036"
14560,16903,59242,"927.6254"
14560,16903,43726,"772.5036"
14561,5011,70536,"79.0959"
14561,5011,63974,"41.2055"
14561,5011,52085,"55.2169"
14565,10429,60730,"888.9504"
14565,10429,43943,"772.5036"
14566,10031,67378,"140.2687"
14566,10031,63709,"87.2508"
14566,10031,56347,"216.127"
14567,4311,72457,"16.5529"
14567,4311,60674,"55.5042"
14567,4311,51894,"106.1574"
14572,7587,62618,"2560.2519"
14572,7587,44002,"772.5036"
14574,2966,71579,"42.9624"
14574,2966,61504,"82.2783"
14574,2966,60726,"71.0073"
14576,3653,61948,"859.0712"
14576,3653,43979,"772.5036"
14577,2685,61835,"891.4698"
14577,2685,44057,"772.5036"
14580,5765,61356,"850.2865"
14580,5765,44204,"772.5036"
14581,16846,61357,"954.6648"
14581,16846,44166,"772.5036"
14582,15460,71458,"55.2279"
14582,15460,56502,"51.7472"
14582,15460,52540,"16.5529"
14584,9999,62381,"2586.7387"
14584,9999,44172,"772.5036"
14585,8137,62664,"2560.2519"
14585,8137,44255,"772.5036"
14586,19433,73532,"136.9979"
14586,19433,72765,"44.189"
14586,19433,71117,"77.3169"
14589,9168,62212,"850.2865"
14589,9168,44269,"772.5036"
14590,7077,62128,"992.7983"
14590,7077,44219,"772.5036"
14591,4859,61834,"885.9559"
14591,4859,44353,"772.5036"
14596,10096,62617,"2604.4298"
14596,10096,44397,"772.5036"
14597,15426,68871,"2673.0613"
14597,15426,61077,"2634.5963"
14598,7269,68330,"2644.3313"
14598,7269,59384,"2702.7637"
14599,4848,61766,"2602.2529"
14599,4848,44442,"772.5036"
14601,5286,61950,"2626.5408"
14601,5286,44474,"772.5036"
14602,7970,61635,"2708.8412"
14602,7970,44346,"772.5036"
14603,8616,62982,"2580.1419"
14603,8616,44354,"772.5036"
14604,18331,57501,"87.2729"
14604,18331,52359,"38.675"
14604,18331,52237,"26.4869"
14605,7912,68138,"2688.5092"
14605,7912,61013,"2560.2519"
14606,3004,68526,"2634.3974"
14606,3004,60493,"2576.8048"
14610,19041,62852,"850.2865"
14610,19041,44342,"772.5036"
14611,8363,68292,"216.127"
14611,8363,68002,"44.189"
14611,8363,65696,"76.2119"
14613,5678,61711,"997.2183"
14613,5678,44465,"772.5036"
14614,6973,62377,"1045.8273"
14614,6973,44726,"772.5036"
14616,19530,61710,"927.6254"
14616,19530,44717,"772.5036"
14617,5496,62066,"927.6033"
14617,5496,44639,"772.5036"
14626,14478,73738,"16.5529"
14626,14478,68993,"165.1533"
14626,14478,55700,"36.023"
14632,6275,74451,"79.0959"
14632,6275,73612,"82.8529"
14632,6275,53686,"11.039"
14633,14946,69758,"162.3798"
14633,14946,56042,"26.4869"
14633,14946,52859,"79.0959"
14634,10348,62851,"927.6254"
14634,10348,44736,"772.5036"
14636,7549,61901,"927.6254"
14636,7549,44701,"772.5036"
14639,14888,62211,"937.5594"
14639,14888,44661,"772.5036"
14641,16060,68506,"38.675"
14641,16060,63444,"38.5535"
14641,16060,55888,"55.2169"
14643,5295,64651,"1009.9258"
14643,5295,44829,"772.5036"
14645,14176,64424,"927.6254"
14645,14176,44990,"772.5036"
14646,18517,63469,"927.6033"
14646,18517,44998,"772.5036"
14647,14840,64835,"982.8644"
14647,14840,44964,"772.5036"
14648,15636,61410,"2569.0366"
14648,15636,44920,"772.5036"
14649,19612,63470,"997.2183"
14649,19612,44965,"772.5036"
14650,5238,64652,"927.6254"
14650,5238,45012,"772.5036"
14651,10223,64213,"982.8644"
14651,10223,44856,"772.5036"
14652,16852,65060,"916.0119"
14652,16852,44978,"772.5036"
14653,15818,63666,"937.5594"
14653,15818,45225,"772.5036"
14655,12726,57777,"38.675"
14655,12726,55891,"77.339"
14655,12726,53096,"77.3169"
14656,3936,62069,"2635.3808"
14656,3936,45148,"772.5036"
14657,18344,61768,"2626.5408"
14657,18344,45080,"772.5036"
14658,10194,70113,"25.3377"
14658,10194,64018,"36.023"
14658,10194,59443,"41.2055"
14660,3310,63977,"982.8644"
14660,3310,45191,"772.5036"
14661,8652,63575,"26.4869"
14661,8652,59516,"106.1574"
14661,8652,57342,"82.8529"
14662,5182,64035,"997.7929"
14662,5182,45226,"772.5036"
14664,12708,62443,"2653.6023"
14664,12708,45256,"772.5036"
14665,17049,62028,"55.239"
14665,17049,60637,"34.5534"
14666,13048,68149,"907.0172"
14666,13048,66871,"2574.639"
14666,13048,49677,"2264.2536"
14667,19371,68735,"890.9836"
14667,19371,65613,"2696.189"
14667,19371,49785,"2264.2536"
14668,11036,69241,"829.0815"
14668,11036,67248,"2646.4419"
14668,11036,49622,"2288.9187"
14669,18716,72002,"34.5534"
14669,18716,65813,"65.1729"
14670,18529,61538,"937.5594"
14670,18529,49651,"2288.9187"
14671,8731,63994,"953.5598"
14671,8731,49793,"2288.9187"
14672,12771,70871,"835.7447"
14672,12771,67002,"2663.0169"
14672,12771,49808,"2288.9187"
14673,13409,71770,"830.2307"
14673,13409,65940,"2535.964"
14673,13409,49667,"2288.9187"
14674,11992,70942,"102.1904"
14674,11992,65403,"55.239"
14675,18468,74370,"55.239"
14675,18468,59655,"207.7179"
14676,6548,70749,"820.2968"
14676,6548,67003,"2648.6408"
14676,6548,49711,"2264.2536"
14677,11801,73945,"34.5534"
14677,11801,57800,"55.239"
14678,2545,74552,"130.3458"
14678,2545,52973,"55.239"
14679,18771,74694,"55.239"
14679,18771,73871,"41.9569"
14680,6897,75088,"125.9258"
14680,6897,71700,"55.239"
14681,18971,70164,"858.9607"
14681,18971,66061,"2598.9158"
14681,18971,49561,"2264.2536"
14682,12208,72446,"55.239"
14682,12208,58133,"97.7483"
14683,16135,67152,"27.614"
14683,16135,55876,"60.764"
14683,16135,53672,"20.9619"
14684,6384,74371,"60.764"
14684,6384,73340,"34.5534"
14684,6384,68477,"8.0444"
14685,14473,68892,"71.2394"
14685,14473,63954,"60.764"
14685,14473,63363,"30.1444"
14686,16305,70383,"130.9315"
14686,16305,65953,"27.614"
14686,16305,56130,"66.2779"
14692,16604,74574,"77.339"
14692,16604,70557,"40.0784"
14694,9792,59440,"86.1458"
14694,9792,54005,"87.2729"
14697,19170,67428,"2574.6279"
14697,19170,54418,"857.8447"
14697,19170,44730,"3953.9884"
14700,3749,68407,"2570.1858"
14700,3749,44719,"3953.9884"
14701,15851,67779,"905.5033"
14701,15851,47556,"2410.6266"
14702,18237,67850,"2623.2258"
14702,18237,54969,"858.9607"
14702,18237,44602,"3953.9884"
14705,7361,69318,"2538.4944"
14705,7361,44636,"3953.9884"
14708,3080,69256,"866.8394"
14708,3080,47871,"2410.6266"
14709,4714,65962,"905.5254"
14709,4714,45683,"3953.9884"
14712,5451,67702,"2585.6669"
14712,5451,55724,"820.2968"
14712,5451,44686,"3953.9884"
14713,13544,72351,"639.1983"
14713,13544,60765,"2547.0029"
14713,13544,45664,"3953.9884"
14714,18781,74091,"622.0708"
14714,18781,58130,"2629.8669"
14714,18781,47903,"2699.9018"
14716,2531,72721,"620.9216"
14716,2531,58250,"2535.964"
14716,2531,47793,"2699.9018"
14717,3928,57722,"87.2508"
14717,3928,54343,"38.675"
14719,5596,73780,"733.1012"
14719,5596,57595,"2658.0444"
14719,5596,47786,"2699.9018"
14720,17449,69097,"2566.1194"
14720,17449,44651,"3953.9884"
14722,8533,63596,"850.2865"
14722,8533,45263,"772.5036"
14723,18863,60545,"44.189"
14723,18863,56199,"36.023"
14723,18863,54735,"16.5529"
14724,18526,74565,"42.9624"
14724,18526,60659,"19.0834"
14724,18526,58321,"71.0073"
14725,14939,72687,"99.4279"
14725,14939,61612,"175.5624"
14725,14939,54618,"77.3169"
14726,7048,64711,"866.8394"
14726,7048,45227,"772.5036"
14727,3682,64154,"954.6869"
14727,3682,45117,"772.5036"
14728,12660,64834,"954.6869"
14728,12660,45222,"772.5036"
14730,16930,74086,"2087.3119"
14730,16930,45504,"772.5036"
14731,4301,72636,"1918.2579"
14731,4301,45493,"772.5036"
14732,9201,72348,"1934.8329"
14732,9201,45368,"772.5036"
14733,7489,53343,"1276.8054"
14733,7489,45347,"772.5036"
14734,15683,53659,"1276.8054"
14734,15683,45383,"772.5036"
14735,3223,54654,"1276.8054"
14735,3223,45385,"772.5036"
14737,8237,58015,"1297.8004"
14737,8237,45486,"772.5036"
14738,17965,65489,"888.9504"
14738,17965,45666,"772.5036"
14739,4894,66476,"885.9559"
14739,4894,45751,"772.5036"
14740,10166,65722,"922.0783"
14740,10166,45597,"772.5036"
14741,19504,66684,"982.8644"
14741,19504,45688,"772.5036"
14744,5373,66812,"891.4698"
14744,5373,45598,"772.5036"
14746,9899,66298,"982.8644"
14746,9899,45638,"772.5036"
14747,12896,67236,"888.9504"
14747,12896,45698,"772.5036"
14750,10220,66864,"1009.9258"
14750,10220,45699,"772.5036"
14752,4362,66738,"916.0119"
14752,4362,46019,"772.5036"
14753,6258,66920,"850.2865"
14753,6258,45828,"772.5036"
14754,9291,66993,"885.9559"
14754,9291,45855,"772.5036"
14755,17148,67238,"987.2844"
14755,17148,45975,"772.5036"
14756,15455,65666,"982.8644"
14756,15455,45997,"772.5036"
14757,11926,65998,"927.6254"
14757,11926,45939,"772.5036"
14760,17735,72880,"132.5779"
14760,17735,61462,"41.2055"
14760,17735,59520,"11.039"
14765,16333,74514,"38.5535"
14765,16333,65901,"11.039"
14765,16333,64996,"82.8529"
14769,3517,67499,"905.5254"
14769,3517,45623,"3953.9884"
14770,4382,68160,"2574.6279"
14770,4382,56744,"852.3307"
14770,4382,45016,"3953.9884"
14771,15246,68547,"2602.2529"
14771,15246,55601,"835.7447"
14771,15246,44934,"3953.9884"
14772,18616,69029,"885.9559"
14772,18616,45704,"3953.9884"
14773,6085,61097,"2668.564"
14773,6085,54820,"2673.0613"
14773,6085,47759,"2410.6266"
14774,2687,72578,"620.4354"
14774,2687,60520,"2535.964"
14774,2687,45609,"3953.9884"
14775,3675,59489,"2659.6798"
14775,3675,51299,"2673.0613"
14775,3675,45632,"3953.9884"
14776,20119,67909,"2574.6279"
14776,20119,44974,"3953.9884"
14777,12712,68965,"2591.1808"
14777,12712,44817,"3953.9884"
14778,15001,70954,"2591.1808"
14778,15001,56745,"829.0815"
14778,15001,44900,"3953.9884"
14779,15980,68483,"905.5254"
14779,15980,47846,"2699.9018"
14783,8735,66855,"98.3119"
14783,8735,66343,"77.339"
14784,19243,72381,"132.5779"
14784,19243,61515,"40.0784"
14787,10379,71975,"76.2119"
14787,10379,62972,"104.4004"
14789,4942,68480,"888.9394"
14789,4942,45725,"3953.9884"
14790,17219,60323,"2630.4194"
14790,17219,53974,"2699.0067"
14790,17219,47872,"2410.6266"
14791,8930,60633,"2591.1808"
14791,8930,56643,"2676.9067"
14791,8930,47945,"2699.9018"
14792,7732,69317,"2580.1419"
14792,7732,45031,"3953.9884"
14793,12663,68899,"2618.8169"
14793,12663,44867,"3953.9884"
14794,9640,70602,"2535.964"
14794,9640,44967,"3953.9884"
14795,20770,68277,"885.9559"
14795,20770,45612,"3953.9884"
14796,18723,71506,"982.8423"
14796,18723,47921,"2410.6266"
14797,6529,69095,"905.5254"
14797,6529,45749,"3953.9884"
14798,12339,71227,"905.5254"
14798,12339,47800,"2410.6266"
14799,20608,57874,"77.339"
14799,20608,52949,"102.7208"
14800,17847,69576,"897.7241"
14800,17847,45616,"3953.9884"
14801,7381,70465,"888.9394"
14801,7381,45817,"3953.9884"
14802,6011,70027,"932.5869"
14802,6011,47946,"2699.9018"
14803,18594,69669,"859.0712"
14803,18594,45924,"3953.9884"
14804,4906,62978,"76.2119"
14804,4906,56986,"77.339"
14806,13246,60084,"131.4508"
14806,13246,56627,"136.9979"
14808,19736,70412,"48.8631"
14808,19736,59787,"132.5779"
14809,2714,63464,"40.0784"
14809,2714,53748,"87.2729"
14813,12512,73043,"992.7983"
14813,12512,48227,"2699.9018"
14814,19878,54070,"104.4004"
14814,19878,52555,"37.5479"
14818,15387,72140,"875.6241"
14818,15387,48138,"2410.6266"
14819,18827,71228,"859.0712"
14819,18827,45868,"3953.9884"
14822,12105,71365,"905.5254"
14822,12105,45869,"3953.9884"
14823,19274,71629,"899.9894"
14823,19274,45836,"3953.9884"
14824,4120,70384,"953.5929"
14824,4120,45937,"3953.9884"
14827,6473,72795,"982.8644"
14827,6473,45862,"3953.9884"
14830,2402,59077,"2580.1419"
14830,2402,52774,"2688.5092"
14830,2402,45983,"3953.9884"
14831,9208,70683,"2579.5783"
14831,9208,45008,"3953.9884"
14832,3766,70468,"2607.7669"
14832,3766,44906,"3953.9884"
14833,7391,70323,"2574.639"
14833,7391,56999,"852.3307"
14833,7391,44885,"3953.9884"
14834,9680,72652,"905.5254"
14834,9680,46184,"3953.9884"
14836,20426,64493,"40.0784"
14836,20426,53380,"87.2729"
14838,10213,73804,"924.2773"
14838,10213,46238,"3953.9884"
14839,18774,59737,"132.5779"
14839,18774,59238,"40.0784"
14840,5935,66235,"136.9979"
14840,5935,53113,"37.5479"
14843,14416,71573,"2580.1419"
14843,14416,56317,"858.9607"
14843,14416,44928,"3953.9884"
14846,16520,70467,"2639.8008"
14846,16520,55443,"858.9607"
14846,16520,45192,"3953.9884"
14847,1732,71103,"2618.8058"
14847,1732,58003,"858.9607"
14847,1732,45198,"3953.9884"
14848,4421,52625,"624.314"
14848,4421,48160,"2410.6266"
14851,3486,53195,"686.1277"
14851,3486,48119,"2410.6266"
14852,16288,66243,"850.2865"
14852,16288,45848,"772.5036"
